feature_one,feature_two,label
-0.987264790572226,1.02526256814599,0
-1.02302989691496,0.908192023420334,0
-0.916429246813059,0.980988216584921,0
-0.937997559607029,0.777379553472996,0
-0.872804300934076,0.937079414570332,0
-0.880593478307128,0.800540057420731,0
-0.85225690446794,0.8109996286273,0
-0.759513937532902,0.7138142688483,0
-0.939089086055756,0.720311452648044,0
-0.827771585136652,0.654724292883277,0
-0.744326344877482,0.558687045574188,0
-0.888314737677574,0.673359444105625,0
-0.760073908980994,0.587376595979929,0
-0.759006986171007,0.458570076918602,0
-0.761669651865959,0.529157803916931,0
-0.648135204613209,0.473192473649979,0
-0.701174792200327,0.437563860246539,0
-0.547872882187367,0.515149752175808,0
-0.648427292108536,0.391678902423382,0
-0.563513114005327,0.367118680053949,0
-0.558277527242899,0.347637042067945,0
-0.464221494197845,0.306429830932617,0
-0.627230470478535,0.34230536968112,0
-0.578622558116913,0.264857774487138,0
-0.509752041175962,0.27395719239451,0
-0.569647394120693,0.294456705451012,0
-0.498980231136084,0.176275633507967,0
-0.441894791126251,0.25567324641943,0
-0.393608728945255,0.157873016899824,0
-0.500139078199863,0.099780896449089,0
-0.394162375573069,0.127620525509119,0
-0.287902337610722,0.0925235519051552,0
-0.362749234205112,0.123346854364872,0
-0.420060072243214,0.109252947247028,0
-0.394158541858196,0.0444004338026047,0
-0.278084415197372,0.0941561620309949,0
-0.219533390104771,0.0438452428221702,0
-0.256339063625783,0.151998001432419,0
-0.264151699617505,0.0476999004021287,0
-0.293568999767303,0.0350383578628302,0
-0.309226413071156,0.0971847781538963,0
-0.202998614236712,0.00753627260923385,0
-0.0943117028474807,-0.0314904053747654,0
-0.16301406674087,0.0381604579746723,0
-0.150945980921388,-0.0382216290891171,0
-0.19427035599947,-0.0212193986028433,0
-0.141260480433702,0.0379499752759933,0
-0.0425937245041132,0.162495999193192,0
-0.0817391136288643,0.0528646473944187,0
-0.0316781210526824,-0.0508891970574856,0
0.0724944770336151,0.00620565516874194,0
-0.0638079303503036,0.00105810891101137,0
0.0631064539402724,-0.00323883637934923,0
-0.0194694051146507,-0.0894131673812866,0
0.0364595930278301,0.0743023638367653,0
0.0834902789443732,0.0138105347193778,0
0.160012639015913,0.0351257997244597,0
0.213343932628632,0.162419747328758,0
0.142659332454205,-0.0195344475150108,0
0.172624344769865,0.0459874869301915,0
0.234827262163162,0.0617427872121334,0
0.234389932155609,0.0663511196911335,0
0.0774553918838501,0.0950762080609799,0
0.293618248999119,0.076268813854456,0
0.296093229874969,-0.0454192617893219,0
0.298969937325455,0.0784955640882254,0
0.346371501386166,0.0727644495457411,0
0.3847633638978,0.107455651140213,0
0.331336975693703,0.0495848845601082,0
0.364494902193546,0.0676392534613609,0
0.395666499249637,0.25410036355257,0
0.366392513811588,0.218662185364962,0
0.366037445664406,0.213809103822708,0
0.489038935899735,0.205121661963314,0
0.388344902098179,0.234435233519971,0
0.494944144506007,0.215195190161467,0
0.477611788064241,0.230046683186293,0
0.533267107289285,0.307853061592579,0
0.55388962239027,0.294364918029308,0
0.573683787994087,0.394109839195013,0
0.560563067346811,0.262356125414372,0
0.546911689341068,0.373421149463952,0
