feature_one,feature_two,label
0.158248047654002,-0.305973387616496,0
-0.414253603173077,0.603279794260619,0
0.76118381411443,0.333267543043475,0
-0.000541238802741312,1.04048005665421,0
1.48604602801204,0.503863186371009,0
-1.84157148198799,-2.36323325408217,0
-0.113794134159158,1.01639368592173,0
-1.24413128261946,-0.627660493632109,0
-1.03399220271675,-0.544678020507083,0
-0.797411910922202,-0.901915115101778,0
-1.52988512702361,-1.18539076635601,0
0.358541321780695,0.272823627730724,0
0.968349313144446,0.371200721141998,0
-0.681072031828507,0.411040698715736,0
-2.50542102275037,-2.19591217619363,0
-1.57557633145866,-2.21149352999264,0
-1.01486661593389,-1.87584234977443,0
-1.21240006223133,-1.5801901778487,0
-0.127735095212457,-0.224765368215217,0
-0.166893722590796,-0.346415197670187,0
0.737046561468393,0.284631652706478,0
-1.69817646711759,-0.973379921894495,0
1.05759309835876,1.96151154626426,0
0.833758367787847,1.17249013262881,0
0.426329530400414,0.442469521478298,0
-0.00537226868938024,-0.590478613045614,0
-2.02885859825594,-1.76991242578586,0
-0.997564842760352,-0.733202399442264,0
0.525721619149721,1.43259583595966,0
0.195833892371451,-0.0318234373772403,0
1.3225667419327,1.21180492101988,0
-0.458279600623034,-0.430715848333602,0
0.484182921702469,0.763302194326908,0
0.0432209624548504,0.244137061738374,0
1.36746348074957,0.610825770999865,0
-1.99459845534775,-1.57033478753739,0
-0.0625310939517283,0.235917783174572,0
2.11001465665881,1.694861970827,0
1.01482658141475,0.30783024289817,0
1.27559804711269,1.56965025192121,0
-1.02978526084607,-0.505021605161804,0
-0.792903414313739,-1.08544678519715,0
0.167111301908903,-0.747757604807366,0
0.918879445719999,0.363863189196924,0
1.73007869300338,1.75959847506919,0
1.1700744716085,1.67296740519838,0
-1.73802253751539,-1.10555154959392,0
1.61837998023068,0.901941602158284,0
-0.325189730618595,-0.599006125835294,0
0.901528552981084,1.15142620787771,0
-0.489541628792734,-0.466683878624374,0
0.892906467121833,0.412185268465601,0
